doi,title,year,container,authors,URL,source
10.1002/9781119287568,BIM Handbook,2018,,Rafael Sacks; Charles Eastman; Ghang Lee; Paul Teicholz,https://doi.org/10.1002/9781119287568,crossref
10.1007/s10479-024-06442-2,Sustainable vehicle route planning under uncertainty for modular integrated construction: multi-trip time-dependent VRP with time windows and data analytics,2025,Annals of Operations Research,Abdelrahman E. E. Eltoukhy; Hashim A. Hashim; Mohamed Hussein; Waqar Ahmed Khan; Tarek Zayed,https://doi.org/10.1007/s10479-024-06442-2,crossref
10.1007/s11831-022-09830-8,Integrating BIM and AI for Smart Construction Management: Current Status and Future Directions,2022,Archives of Computational Methods in Engineering,Yue Pan; Limao Zhang,https://doi.org/10.1007/s11831-022-09830-8,crossref
10.1016/0167-6105(79)90012-6,Amplification of wind speed at ground level due to construction of high-rise building in urban area,1979,Journal of Wind Engineering and Industrial Aerodynamics,S. Murakami; K. Uehara; H. Komine,https://doi.org/10.1016/0167-6105(79)90012-6,crossref
10.1016/0167-6105(93)90124-7,Appropriate boundary conditions for computational wind engineering models using the k-ϵ turbulence model,1993,Journal of Wind Engineering and Industrial Aerodynamics,P.J Richards; R.P Hoxey,https://doi.org/10.1016/0167-6105(93)90124-7,crossref
10.1016/j.aei.2015.02.001,Computer vision techniques for construction safety and health monitoring,2015,Advanced Engineering Informatics,JoonOh Seo; SangUk Han; SangHyun Lee; Hyoungkwan Kim,https://doi.org/10.1016/j.aei.2015.02.001,crossref
10.1016/j.aei.2016.07.001,"Big Data in the construction industry: A review of present status, opportunities, and future trends",2016,Advanced Engineering Informatics,Muhammad Bilal; Lukumon O. Oyedele; Junaid Qadir; Kamran Munir; Saheed O. Ajayi; Olugbenga O. Akinade; Hakeem A. Owolabi; Hafiz A. Alaka; Maruf Pasha,https://doi.org/10.1016/j.aei.2016.07.001,crossref
10.1016/j.apenergy.2018.08.032,Active power management in low voltage networks with high photovoltaics penetration based on prosumers’ self-consumption,2018,Applied Energy,Angelos I. Nousdilis; Georgios C. Christoforidis; Grigoris K. Papagiannis,https://doi.org/10.1016/j.apenergy.2018.08.032,crossref
10.1016/j.apenergy.2020.114934,Adaptive detection and prediction of performance degradation in off-shore turbomachinery,2020,Applied Energy,Marta Zagorowska; Frederik Schulze Spüntrup; Arne-Marius Ditlefsen; Lars Imsland; Erling Lunde; Nina F. Thornhill,https://doi.org/10.1016/j.apenergy.2020.114934,crossref
10.1016/j.apenergy.2022.120468,Enhanced solar hydrogen generation with the direct coupling of photo and thermal energy – An experimental and mechanism study,2023,Applied Energy,Buchu Lu; Xiangyu Yan; Qibin Liu,https://doi.org/10.1016/j.apenergy.2022.120468,crossref
10.1016/j.asej.2024.103228,Offsite modular construction adoption in developing countries: Partial least square approach for sustainable future,2025,Ain Shams Engineering Journal,Syed Saad; Kumeel Rasheed; Syed Ammad; Muhammad Hasnain; Habib Ullah; Abdul Hannan Qureshi; Aawag Mohsen Alawag; Muhammad Altaf; Touseef Sadiq,https://doi.org/10.1016/j.asej.2024.103228,crossref
10.1016/j.autcon.2008.09.002,The evolution of prefabricated residential building systems in Hong Kong: A review of the public and the private sector,2009,Automation in Construction,Lara Jaillon; C.S. Poon,https://doi.org/10.1016/j.autcon.2008.09.002,crossref
