doi,title,year,container,authors,URL,source
10.1002/ese3.71,Techno‐economic analysis of hybrid <scp>PV</scp>–diesel–battery and <scp>PV</scp>–wind–diesel–battery power systems for mobile <scp>BTS</scp>: the way forward for rural development,2015,Energy Science &amp; Engineering,Lanre Olatomiwa; Saad Mekhilef; A. S. N. Huda; Kamilu Sanusi,https://doi.org/10.1002/ese3.71,crossref
10.1002/pmj.21409,What you Should Know about Megaprojects and Why: An Overview,2014,Project Management Journal,Bent Flyvbjerg,https://doi.org/10.1002/pmj.21409,crossref
10.1007/978-3-319-75907-4_8,The Local Economic Impact of Universities: An International Comparative Analysis (France and Hungary),2018,Entrepreneurship in Post-Communist Countries,Balázs Kotosz; Marie-France Gaunard-Anderson; Miklós Lukovics,https://doi.org/10.1007/978-3-319-75907-4_8,crossref
10.1007/978-3-7908-2124-6_2,A Meta-analytic Comparison of Regional Output Multipliers at Different Spatial Levels: Economic Impacts of Tourism,2009,Advances in Tourism Economics,Eveline S. van Leeuwen; Peter Nijkamp; Piet Rietveld,https://doi.org/10.1007/978-3-7908-2124-6_2,crossref
10.1007/978-94-011-7405-3,Economic Impact Analysis: Methodology and Applications,1980,Studies in Applied Regional Science,,https://doi.org/10.1007/978-94-011-7405-3,crossref
10.1007/978-94-011-7405-3_2,Methodologies of Economic Impact Analysis: An Overview,1980,Studies in Applied Regional Science,Saul Pleeter,https://doi.org/10.1007/978-94-011-7405-3_2,crossref
10.1007/bf00976857,Measuring the economic impact of institutions of higher education,1988,Research in Higher Education,Donald S. Elliott; Stanford L. Levin; John B. Meisel,https://doi.org/10.1007/bf00976857,crossref
10.1007/bf01283890,The value of primary versus secondary data in interindustry analysis: A study in the economics of the economic models,1972,The Annals of Regional Science,Ronald S. Boster; William E. Martin,https://doi.org/10.1007/bf01283890,crossref
10.1007/bf01581882,"A comparison of the multipliers of IMPLAN, REMI, and RIMS II: Benchmarking ready-made models for comparison",1995,The Annals of Regional Science,Dan S. Rickman; R. Keith Schwer,https://doi.org/10.1007/bf01581882,crossref
10.1007/bf01581897,A note on “Price variation in spatial markets: the case of perfectly inelastic demand”,1991,The Annals of Regional Science,Klaus Schöler,https://doi.org/10.1007/bf01581897,crossref
10.1007/s10734-012-9562-z,Measuring the local economic impact of universities: an approach that considers uncertainty,2012,Higher Education,José Manuel Pastor; Francisco Pérez; Juan Fernández de Guevara,https://doi.org/10.1007/s10734-012-9562-z,crossref
10.1007/s11069-014-1091-x,"The impact of economic growth, industrial structure and urbanization on carbon emission intensity in China",2014,Natural Hazards,Yue-Jun Zhang; Zhao Liu; Huan Zhang; Tai-De Tan,https://doi.org/10.1007/s11069-014-1091-x,crossref
10.1007/s11356-024-34198-6,The impact of corporate climate risk perception on green outward foreign direct investment,2024,Environmental Science and Pollution Research,Yanxi Li; Delin Meng; Lan Wang,https://doi.org/10.1007/s11356-024-34198-6,crossref
10.1016/0160-7383(95)00097-6,Economic Impact Analysis,1996,Annals of Tourism Research,Brian Archer,https://doi.org/10.1016/0160-7383(95)00097-6,crossref
10.1016/0169-7439(87)80084-9,Principal component analysis,1987,Chemometrics and Intelligent Laboratory Systems,Svante Wold; Kim Esbensen; Paul Geladi,https://doi.org/10.1016/0169-7439(87)80084-9,crossref
10.1016/j.apenergy.2009.12.007,Using principal component and cluster analysis in the heating evaluation of the school building sector,2010,Applied Energy,N. Gaitani; C. Lehmann; M. Santamouris; G. Mihalakakou; P. Patargias,https://doi.org/10.1016/j.apenergy.2009.12.007,crossref
10.1016/j.apenergy.2015.07.025,A decomposition–ensemble model with data-characteristic-driven reconstruction for crude oil price forecasting,2015,Applied Energy,Lean Yu; Zishu Wang; Ling Tang,https://doi.org/10.1016/j.apenergy.2015.07.025,crossref
10.1016/j.apenergy.2015.10.049,Green growth: The economic impacts of large-scale renewable energy development in China,2016,Applied Energy,Hancheng Dai; Xuxuan Xie; Yang Xie; Jian Liu; Toshihiko Masui,https://doi.org/10.1016/j.apenergy.2015.10.049,crossref
10.1016/j.apenergy.2017.01.007,Decomposition of energy-related CO2 emissions in China: An empirical analysis based on provincial panel data of three sectors,2017,Applied Energy,Miao Wang; Chao Feng,https://doi.org/10.1016/j.apenergy.2017.01.007,crossref
10.1016/j.apenergy.2017.07.131,How does investor attention affect international crude oil prices?,2017,Applied Energy,Ting Yao; Yue-Jun Zhang; Chao-Qun Ma,https://doi.org/10.1016/j.apenergy.2017.07.131,crossref
10.1016/j.buildenv.2009.08.022,Input–output analysis of Irish construction sector greenhouse gas emissions,2010,Building and Environment,Adolf A. Acquaye; Aidan P. Duffy,https://doi.org/10.1016/j.buildenv.2009.08.022,crossref
10.1016/j.buildenv.2011.04.015,Predictions and measurements of the stack effect on indoor airborne virus transmission in a high-rise hospital building,2011,Building and Environment,Taesub Lim; Jinkyun Cho; Byungseon Sean Kim,https://doi.org/10.1016/j.buildenv.2011.04.015,crossref
10.1016/j.chieco.2017.04.006,What is China seeking from Africa? An analysis of the economic and political determinants of Chinese Outward Foreign Direct Investment based on Stochastic Frontier Models,2018,China Economic Review,Paulo Reis Mourao,https://doi.org/10.1016/j.chieco.2017.04.006,crossref
