triage_id,dedupe_key,title,year,container_or_repository,authors_or_creators,doi,url,source_origin,evidence_note,citation_audit_status,relevance_score,score_reason,asset_type_guess,evidence_role_guess,source_type_guess,funding_or_bias_flag,priority,include_for_RA,ra_next_action
cmp_src_0001,10.1016/j.rser.2015.01.001,Employment factors for wind and solar energy technologies: A literature review,2015,Renewable and Sustainable Energy Reviews,Lachlan Cameron; Bob van der Zwaan,10.1016/j.rser.2015.01.001,https://doi.org/10.1016/j.rser.2015.01.001,final_synthesis_master_table; verified_sources,Asset: Wind & Solar | Claim/benchmark to verify: 0.87 job-years/GWh (Solar); 0.17 job-years/GWh (Wind). | Quality note: High (Systematic review of 71 studies).,verified,23,appears in final synthesis evidence table; citation audit verified; has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,construction_jobs,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0002,10.1016/j.econmod.2016.11.012,"Green versus brown: Comparing the employment impacts of energy efficiency, renewable energy, and fossil fuels using an input-output model",2017,Economic Modelling,Heidi Garrett-Peltier,10.1016/j.econmod.2016.11.012,https://doi.org/10.1016/j.econmod.2016.11.012,final_synthesis_master_table; verified_sources,Asset: Renewable / Efficiency | Claim/benchmark to verify: 7.49 jobs/$1M (Renewables); 7.72 jobs/$1M (Efficiency) vs 2.65 for fossil fuels. | Quality note: High (Peer-reviewed I-O model; foundational baseline).,verified,23,appears in final synthesis evidence table; citation audit verified; has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,capex; method_or_multiplier,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0003,10.1080/09613218.2019.1669009,Critical success factors for modular integrated construction projects: a review,2019,Building Research &amp; Information,Ibrahim Yahaya Wuni; Geoffrey Qiping Shen,10.1080/09613218.2019.1669009,https://doi.org/10.1080/09613218.2019.1669009,final_synthesis_master_table; verified_sources,Asset: Modular Construction | Claim/benchmark to verify: Up to 50% schedule reduction; requires massive shift of labour to factory. | Quality note: High (Peer-reviewed systematic review).,verified,19,appears in final synthesis evidence table; citation audit verified; has DOI; employment/capex/normalisation keywords found,unclear_or_methods_only,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0004,*official gov report*,AEMO / UTS ISF (2024),,final synthesis evidence table,,,*Official Gov Report*,final_synthesis_master_table,Asset: Australian Grid | Claim/benchmark to verify: 1.61 job-years/MW (Utility Solar); 2.65 job-years/MW (Onshore Wind). | Quality note: High (Authoritative national grid planning data).,,16,appears in final synthesis evidence table; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,construction_jobs; capacity_mw,government_or_audit,,high,True,verify cited benchmark and extract metric/page
cmp_src_0005,10.1061/(asce,Choi et al. (2019),,final synthesis evidence table,,10.1061/(asce,https://doi.org/10.1061/(asce,final_synthesis_master_table,"Asset: Modular Construction | Claim/benchmark to verify: Net total labour reduction (site + factory) is only 10-15%. | Quality note: High (Empirical quantification of the ""missing denominator"").",,15,appears in final synthesis evidence table; has DOI; employment/capex/normalisation keywords found,unclear_or_methods_only,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0006,10.1016/j.jclepro.2020.125391,A blockchain- and IoT-based smart product-service system for the sustainability of prefabricated housing construction,2021,Journal of Cleaner Production,Clyde Zhengdao Li; Zhe Chen; Fan Xue; Xiang T.R. Kong; Bing Xiao; Xulu Lai; Yiyu Zhao,10.1016/j.jclepro.2020.125391,https://doi.org/10.1016/j.jclepro.2020.125391,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0007,10.1016/j.jclepro.2020.124371,A systematic overview of prefabricated construction policies in China,2021,Journal of Cleaner Production,Ting Luo; Xiaolong Xue; Yuna Wang; Weirui Xue; Yongtao Tan,10.1016/j.jclepro.2020.124371,https://doi.org/10.1016/j.jclepro.2020.124371,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0008,10.1016/j.jtrangeo.2021.103044,A two-stage residential location and transport mode choice model with exposure to traffic-induced air pollution,2021,Journal of Transport Geography,Mirjam Schindler; Judith Y.T. Wang; Richard D. Connors,10.1016/j.jtrangeo.2021.103044,https://doi.org/10.1016/j.jtrangeo.2021.103044,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,high_rise_or_office,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0009,10.1016/0167-6105(79)90012-6,Amplification of wind speed at ground level due to construction of high-rise building in urban area,1979,Journal of Wind Engineering and Industrial Aerodynamics,S. Murakami; K. Uehara; H. Komine,10.1016/0167-6105(79)90012-6,https://doi.org/10.1016/0167-6105(79)90012-6,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,high_rise_or_office; energy_or_utility,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0010,10.1016/j.ergon.2011.03.004,"An EMG-based model to estimate lumbar muscle forces and spinal loads during complex, high-effort tasks: Development and application to residential construction using prefabricated walls",2011,International Journal of Industrial Ergonomics,Bochen Jia; Sunwook Kim; Maury A. Nussbaum,10.1016/j.ergon.2011.03.004,https://doi.org/10.1016/j.ergon.2011.03.004,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,high_rise_or_office; advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0011,10.1061/(asce)ae.1943-5568.0000057,Application of Modular Construction in High-Rise Buildings,2012,Journal of Architectural Engineering,R. Mark Lawson; Ray G. Ogden; Rory Bergin,10.1061/(asce)ae.1943-5568.0000057,https://doi.org/10.1061/(asce)ae.1943-5568.0000057,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,high_rise_or_office,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0012,10.1061/(asce)co.1943-7862.0002324,Artificial Intelligence and Robotics for Prefabricated and Modular Construction: A Systematic Literature Review,2022,Journal of Construction Engineering and Management,Mi Pan; Yi Yang; Zhenjie Zheng; Wei Pan,10.1061/(asce)co.1943-7862.0002324,https://doi.org/10.1061/(asce)co.1943-7862.0002324,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0013,10.1016/j.jclepro.2019.02.141,Barriers to Building Information Modeling (BIM) implementation in China's prefabricated construction: An interpretive structural modeling (ISM) approach,2019,Journal of Cleaner Production,Tan Tan; Ke Chen; Fan Xue; Weisheng Lu,10.1016/j.jclepro.2019.02.141,https://doi.org/10.1016/j.jclepro.2019.02.141,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0014,10.1016/j.jclepro.2017.10.171,Barriers to promoting prefabricated construction in China: A cost–benefit analysis,2018,Journal of Cleaner Production,Jingke Hong; Geoffrey Qiping Shen; Zhengdao Li; Boyu Zhang; Wanqiu Zhang,10.1016/j.jclepro.2017.10.171,https://doi.org/10.1016/j.jclepro.2017.10.171,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0015,10.1061/(asce)me.1943-5479.0000501,Business Model Innovation and Its Drivers in the Chinese Construction Industry during the Shift to Modular Prefabrication,2017,Journal of Management in Engineering,Guiwen Liu; Kaijian Li; Dong Zhao; Chao Mao,10.1061/(asce)me.1943-5479.0000501,https://doi.org/10.1061/(asce)me.1943-5479.0000501,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,possible_industry_or_consultant_bias,high,True,verify cited benchmark and extract metric/page
cmp_src_0016,10.1155/2014/164863,Current State of Off-Site Manufacturing in Australian and Chinese Residential Construction,2014,Journal of Construction Engineering,Malik M. A. Khalfan; Tayyab Maqsood,10.1155/2014/164863,https://doi.org/10.1155/2014/164863,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,high_rise_or_office,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0017,10.1080/15623599.2020.1837720,"Design for manufacturing and assembly for sustainable, quick and cost-effective prefabricated construction – a review",2020,International Journal of Construction Management,Muhammad Wasim; Paulo Vaz Serra; Tuan Duc Ngo,10.1080/15623599.2020.1837720,https://doi.org/10.1080/15623599.2020.1837720,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0018,10.1016/j.jcsr.2021.106826,Exploration of the multidirectional stability and response of prefabricated volumetric modular steel structures,2021,Journal of Constructional Steel Research,Zhihua Chen; Kashan Khan; Arsalan Khan; Khadija Javed; Jiadi Liu,10.1016/j.jcsr.2021.106826,https://doi.org/10.1016/j.jcsr.2021.106826,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0019,10.1016/j.jclepro.2019.02.110,Factors influencing the application of prefabricated construction in China: From perspectives of technology promotion and cleaner production,2019,Journal of Cleaner Production,Guobin Wu; Ru Yang; Ling Li; Xing Bi; Bingsheng Liu; Shaoyan Li; Shixiang Zhou,10.1016/j.jclepro.2019.02.110,https://doi.org/10.1016/j.jclepro.2019.02.110,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0020,10.1016/j.jclepro.2017.07.156,Integrating RFID and BIM technologies for mitigating risks and improving schedule performance of prefabricated house construction,2017,Journal of Cleaner Production,Clyde Zhengdao Li; Ray Y. Zhong; Fan Xue; Gangyan Xu; Ke Chen; George Guoquan Huang; Geoffrey Qiping Shen,10.1016/j.jclepro.2017.07.156,https://doi.org/10.1016/j.jclepro.2017.07.156,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0021,10.1016/j.jobe.2025.111940,Integration of BIPV technology with modular prefabricated building - A review,2025,Journal of Building Engineering,Yuxin Bao; Changying Xiang,10.1016/j.jobe.2025.111940,https://doi.org/10.1016/j.jobe.2025.111940,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0022,10.1016/j.jclepro.2018.02.136,Key constraints and mitigation strategies for prefabricated prefinished volumetric construction,2018,Journal of Cleaner Production,Bon-Gang Hwang; Ming Shan; Kit-Ying Looi,10.1016/j.jclepro.2018.02.136,https://doi.org/10.1016/j.jclepro.2018.02.136,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0023,10.1016/j.jobe.2024.109930,Lean construction management: A catalyst for evaluating and enhancing prefabricated building project performance in China,2024,Journal of Building Engineering,Clyde Zhengdao Li; Vivian WY. Tam; Mingcong Hu; Yijun Zhou,10.1016/j.jobe.2024.109930,https://doi.org/10.1016/j.jobe.2024.109930,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0024,10.1016/j.jobe.2021.103708,Nonlinear dynamic response analysis of buildings for wind loads. A new frontier in the structural wind engineering,2022,Journal of Building Engineering,Mihail Iancovici; Georgiana Ionică; Florin Pavel; Florin Moța; George Bogdan Nica,10.1016/j.jobe.2021.103708,https://doi.org/10.1016/j.jobe.2021.103708,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,energy_or_utility,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0025,10.1080/00207543.2016.1231432,Production lead-time hedging and coordination in prefabricated construction supply chain management,2016,International Journal of Production Research,Yue Zhai; Ray Y. Zhong; Zhi Li; George Huang,10.1080/00207543.2016.1231432,https://doi.org/10.1080/00207543.2016.1231432,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0026,10.1080/17457300.2015.1047865,Safety concerns related to modular/prefabricated building construction,2015,International Journal of Injury Control and Safety Promotion,Maryam Mirhadi Fard; Seyyed Amin Terouhid; Charles J. Kibert; Hamed Hakim,10.1080/17457300.2015.1047865,https://doi.org/10.1080/17457300.2015.1047865,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0027,10.1016/j.jobe.2024.108830,Simulation and optimization of prefabricated building construction considering multiple objectives and uncertain factors,2024,Journal of Building Engineering,Zhenmin Yuan; Qingpeng Man; Zhengyong Guan; Chao Yi; Muhua Zheng; Yuan Chang; Hong Xian Li,10.1016/j.jobe.2024.108830,https://doi.org/10.1016/j.jobe.2024.108830,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0028,10.1061/(asce)co.1943-7862.0002273,Sustainable Logistics Planning in Modular Integrated Construction Using Multimethod Simulation and Taguchi Approach,2022,Journal of Construction Engineering and Management,Mohamed Hussein; Amos Darko; Abdelrahman E. E. Eltoukhy; Tarek Zayed,10.1061/(asce)co.1943-7862.0002273,https://doi.org/10.1061/(asce)co.1943-7862.0002273,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,warehouse_or_logistics,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0029,10.1016/j.jobe.2021.103935,The challenges confronting the growth of sustainable prefabricated building construction in Australia: Construction industry views,2022,Journal of Building Engineering,Satheeskumar Navaratnam; Aarani Satheeskumar; Guomin Zhang; Kate Nguyen; Srikanth Venkatesan; Keerthan Poologanathan,10.1016/j.jobe.2021.103935,https://doi.org/10.1016/j.jobe.2021.103935,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,possible_industry_or_consultant_bias,high,True,verify cited benchmark and extract metric/page
cmp_src_0030,10.1016/j.jobe.2024.108606,"The convergence of BIM, AI and IoT: Reshaping the future of prefabricated construction",2024,Journal of Building Engineering,Veerakumar Rangasamy; Jyh-Bin Yang,10.1016/j.jobe.2024.108606,https://doi.org/10.1016/j.jobe.2024.108606,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0031,10.1016/j.jclepro.2019.07.055,Towards sustainable construction: BIM-enabled design and planning of roof sheathing installation for prefabricated buildings,2019,Journal of Cleaner Production,Hexu Liu; Christoph Sydora; Mohammed Sadiq Altaf; SangHyeok Han; Mohamed Al-Hussein,10.1016/j.jclepro.2019.07.055,https://doi.org/10.1016/j.jclepro.2019.07.055,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0032,10.1080/15623599.2005.10773069,Use of Prefabrication to Minimize Construction Waste - A Case Study Approach,2005,International Journal of Construction Management,C. M. Tam; Vivian W. Y. Tam; John K. W. Chan; William C. Y. Ng,10.1080/15623599.2005.10773069,https://doi.org/10.1080/15623599.2005.10773069,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0033,*industry report*,Linesight (2024),,final synthesis evidence table,,,*Industry Report*,final_synthesis_master_table,"Asset: Data Centres | Claim/benchmark to verify: Severe Tier 1 trade shortages driving MEP prefabrication. | Quality note: Medium (Industry consulting; high market validity, potential commercial bias).",,12,appears in final synthesis evidence table; asset-class keywords found,advanced_manufacturing_or_fab; data_centre_benchmark,context_only,industry_or_consultant_report,possible_industry_or_consultant_bias,high,True,verify cited benchmark and extract metric/page
cmp_src_0034,10.3390/su12051878,A Conceptual Development Framework for Prefabricated Construction Supply Chain Management: An Integrated Overview,2020,Sustainability,Yang Liu; Jianjun Dong; Ling Shen,10.3390/su12051878,https://doi.org/10.3390/su12051878,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0035,10.3390/buildings12101515,A Scientometric Review of Management of Prefabricated Construction from 2011–2021,2022,Buildings,Clyde Zhengdao Li; Shanyang Li; Xiao Li; Hengqin Wu; Bing Xiao; Vivian W. Y. Tam; Cornelia Asiedu-Kwakyewa,10.3390/buildings12101515,https://doi.org/10.3390/buildings12101515,verified_sources,,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0036,10.5281/zenodo.21005482,A Strategic Framework for Copyright-Free Science: Dismantling Publishing Monopolies in the Knowledge Commons,2026.0,Zenodo,"Brewer, Mark Anthony",10.5281/zenodo.21005482,https://zenodo.org/doi/10.5281/zenodo.21005482,datasets,economic impact assessment | ,,11,has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
