record_id,source_id,asset_type,project_or_source_name,location,country,year,source_type,method,funding_or_bias_flag,capex_value,capex_currency,capex_price_year,capex_aud_2026,gfa_m2,capacity_mw,construction_jobs_peak,construction_jobs_average,construction_duration_months,construction_job_years,operations_jobs_fte,direct_jobs_only,total_supported_jobs,projected_or_realised,reported_or_derived,metric_notes,source_quote,page_or_location,source_url,full_text_file,confidence,ra_verification_status
cmp_src_0001_metric_001,cmp_src_0001,energy_or_utility,Employment factors for wind and solar energy technologies: A literature review,,,2015,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Wind & Solar | Claim/benchmark to verify: 0.87 job-years/GWh (Solar); 0.17 job-years/GWh (Wind). | Quality note: High (Systematic review of 71 studies).",,,https://doi.org/10.1016/j.rser.2015.01.001,,unverified_candidate_source,not_started
cmp_src_0002_metric_001,cmp_src_0002,energy_or_utility; public_infrastructure_or_methods,"Green versus brown: Comparing the employment impacts of energy efficiency, renewable energy, and fossil fuels using an input-output model",,,2017,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Renewable / Efficiency | Claim/benchmark to verify: 7.49 jobs/$1M (Renewables); 7.72 jobs/$1M (Efficiency) vs 2.65 for fossil fuels. | Quality note: High (Peer-reviewed I-O model; foundational baseline).",,,https://doi.org/10.1016/j.econmod.2016.11.012,,unverified_candidate_source,not_started
cmp_src_0003_metric_001,cmp_src_0003,unclear_or_methods_only,Critical success factors for modular integrated construction projects: a review,,,2019,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Modular Construction | Claim/benchmark to verify: Up to 50% schedule reduction; requires massive shift of labour to factory. | Quality note: High (Peer-reviewed systematic review).",,,https://doi.org/10.1080/09613218.2019.1669009,,unverified_candidate_source,not_started
cmp_src_0004_metric_001,cmp_src_0004,energy_or_utility,AEMO / UTS ISF (2024),,,,government_or_audit,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Australian Grid | Claim/benchmark to verify: 1.61 job-years/MW (Utility Solar); 2.65 job-years/MW (Onshore Wind). | Quality note: High (Authoritative national grid planning data).",,,*Official Gov Report*,,unverified_candidate_source,not_started
cmp_src_0005_metric_001,cmp_src_0005,unclear_or_methods_only,Choi et al. (2019),,,,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Modular Construction | Claim/benchmark to verify: Net total labour reduction (site + factory) is only 10-15%. | Quality note: High (Empirical quantification of the ""missing denominator"").",,,https://doi.org/10.1061/(asce,,unverified_candidate_source,not_started
cmp_src_0027_metric_001,cmp_src_0027,advanced_manufacturing_or_fab,Simulation and optimization of prefabricated building construction considering multiple objectives and uncertain factors,,,2024,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jobe.2024.108830,,unverified_candidate_source,not_started
cmp_src_0021_metric_001,cmp_src_0021,advanced_manufacturing_or_fab,Integration of BIPV technology with modular prefabricated building - A review,,,2025,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jobe.2025.111940,,unverified_candidate_source,not_started
cmp_src_0022_metric_001,cmp_src_0022,advanced_manufacturing_or_fab,Key constraints and mitigation strategies for prefabricated prefinished volumetric construction,,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jclepro.2018.02.136,,unverified_candidate_source,not_started
cmp_src_0023_metric_001,cmp_src_0023,advanced_manufacturing_or_fab,Lean construction management: A catalyst for evaluating and enhancing prefabricated building project performance in China,,,2024,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jobe.2024.109930,,unverified_candidate_source,not_started
cmp_src_0024_metric_001,cmp_src_0024,energy_or_utility,Nonlinear dynamic response analysis of buildings for wind loads. A new frontier in the structural wind engineering,,,2022,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jobe.2021.103708,,unverified_candidate_source,not_started
cmp_src_0025_metric_001,cmp_src_0025,advanced_manufacturing_or_fab,Production lead-time hedging and coordination in prefabricated construction supply chain management,,,2016,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1080/00207543.2016.1231432,,unverified_candidate_source,not_started
cmp_src_0029_metric_001,cmp_src_0029,advanced_manufacturing_or_fab,The challenges confronting the growth of sustainable prefabricated building construction in Australia: Construction industry views,,,2022,doi_verified_academic_or_report,,possible_industry_or_consultant_bias,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jobe.2021.103935,,unverified_candidate_source,not_started
cmp_src_0028_metric_001,cmp_src_0028,warehouse_or_logistics,Sustainable Logistics Planning in Modular Integrated Construction Using Multimethod Simulation and Taguchi Approach,,,2022,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1061/(asce)co.1943-7862.0002273,,unverified_candidate_source,not_started
cmp_src_0019_metric_001,cmp_src_0019,advanced_manufacturing_or_fab,Factors influencing the application of prefabricated construction in China: From perspectives of technology promotion and cleaner production,,,2019,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jclepro.2019.02.110,,unverified_candidate_source,not_started
cmp_src_0030_metric_001,cmp_src_0030,advanced_manufacturing_or_fab,"The convergence of BIM, AI and IoT: Reshaping the future of prefabricated construction",,,2024,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jobe.2024.108606,,unverified_candidate_source,not_started
cmp_src_0031_metric_001,cmp_src_0031,advanced_manufacturing_or_fab,Towards sustainable construction: BIM-enabled design and planning of roof sheathing installation for prefabricated buildings,,,2019,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jclepro.2019.07.055,,unverified_candidate_source,not_started
