triage_id,dedupe_key,title,year,container_or_repository,authors_or_creators,doi,url,source_origin,evidence_note,citation_audit_status,relevance_score,score_reason,asset_type_guess,evidence_role_guess,source_type_guess,funding_or_bias_flag,priority,include_for_RA,ra_next_action
cmp_src_0001,ramey_2020_the_macroeconomic_consequences_of_infrastructure_investment_doi_10_3386_w27625,Ramey (2020) *The Macroeconomic Consequences of Infrastructure Investment* [DOI: 10.3386/w27625],,final synthesis evidence table,,,,final_synthesis_master_table,Asset: Public Works | Claim/benchmark to verify: Multipliers range from 0.5 to 1.5 depending on labour slack. | Quality note: High. NBER paper proving infrastructure jobs depend heavily on local unemployment rates.,,19,appears in final synthesis evidence table; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,capex; method_or_multiplier,web_or_other,,high,True,verify cited benchmark and extract metric/page
cmp_src_0002,garrett_peltier_2017_green_versus_brown_doi_10_1016_j_econmod_2016_11_012,Garrett-Peltier (2017) *Green versus brown...* [DOI: 10.1016/j.econmod.2016.11.012],,final synthesis evidence table,,,,final_synthesis_master_table,Asset: Civic / Green | Claim/benchmark to verify: 7.72 FTE jobs per US$1M (Energy Efficiency) vs lower yields for fossil/industrial. | Quality note: High. Proves retrofitting/building green public assets is highly labour-intensive.,,16,appears in final synthesis evidence table; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,operational_jobs; capex,web_or_other,,high,True,verify cited benchmark and extract metric/page
cmp_src_0003,glaeser_gyourko_2018_the_economic_implications_of_housing_supply_doi_10_1257_jep_32_1_3,Glaeser & Gyourko (2018) *The Economic Implications of Housing Supply* [DOI: 10.1257/jep.32.1.3],,final synthesis evidence table,,,,final_synthesis_master_table,Asset: Residential | Claim/benchmark to verify: Strict zoning/lack of housing supply reduces local employment growth by up to 36%. | Quality note: High. Proves failing to build housing actively destroys local employment capacity.,,16,appears in final synthesis evidence table; asset-class keywords found; employment/capex/normalisation keywords found,high_rise_or_office,capacity_mw,web_or_other,,high,True,verify cited benchmark and extract metric/page
cmp_src_0004,valero_van_reenen_2019_the_economic_impact_of_universities_doi_10_1016_j_econedurev_2018_09_001,Valero & Van Reenen (2019) *The economic impact of universities* [DOI: 10.1016/j.econedurev.2018.09.001],,final synthesis evidence table,,,,final_synthesis_master_table,Asset: University | Claim/benchmark to verify: 10% increase in universities yields 0.4% higher regional GDP. | Quality note: High. Massive global dataset proving universities act as permanent regional growth engines.,,16,appears in final synthesis evidence table; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,web_or_other,,high,True,verify cited benchmark and extract metric/page
cmp_src_0005,10.1016/j.econmod.2016.11.012,"Green versus brown: Comparing the employment impacts of energy efficiency, renewable energy, and fossil fuels using an input-output model",2017,Economic Modelling,Heidi Garrett-Peltier,10.1016/j.econmod.2016.11.012,https://doi.org/10.1016/j.econmod.2016.11.012,verified_sources,,verified,15,citation audit verified; has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,method_or_multiplier,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0006,leduc_wilson_2017_are_state_governments_roadblocks_doi_10_1257_pol_20150371,Leduc & Wilson (2017) *Are State Governments Roadblocks?* [DOI: 10.1257/pol.20150371],,final synthesis evidence table,,,,final_synthesis_master_table,"Asset: Transport/Civic | Claim/benchmark to verify: US$1M in localized grants creates 1.5 to 3 local job-years. | Quality note: High. Controls for the ""flypaper effect"" to isolate true local job creation.",,15,appears in final synthesis evidence table; employment/capex/normalisation keywords found; authoritative or scholarly source hint,unclear_or_methods_only,construction_jobs; capex,government_or_audit,,high,True,verify cited benchmark and extract metric/page
cmp_src_0007,10.1016/j.econedurev.2018.09.001,The economic impact of universities: Evidence from across the globe,2019,Economics of Education Review,Anna Valero; John Van Reenen,10.1016/j.econedurev.2018.09.001,https://doi.org/10.1016/j.econedurev.2018.09.001,verified_sources,,verified,15,citation audit verified; has DOI; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0008,10.2307/1242718,"Economic Impacts, Value Added, and Benefits in Regional Project Analysis",1991,American Journal of Agricultural Economics,Joel R. Hamilton; M. Henry Robison; Norman K. Whittlesey; John Ellis,10.2307/1242718,https://doi.org/10.2307/1242718,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0009,10.1111/j.1467-9787.1992.tb00199.x,KNOWLEDGE IMPACTS OF UNIVERSITIES ON INDUSTRY AN AGGREGATE SIMULTANEOUS INVESTMENT MODEL*,1992,Journal of Regional Science,Raymond Florax; Henk Folmer,10.1111/j.1467-9787.1992.tb00199.x,https://doi.org/10.1111/j.1467-9787.1992.tb00199.x,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,capex,doi_verified_academic_or_report,possible_industry_or_consultant_bias,high,True,verify cited benchmark and extract metric/page
cmp_src_0010,10.3390/ijerph16091578,Socio-Economic Impact of and Adaptation to Extreme Heat and Cold of Farmers in the Food Bowl of Nepal,2019,International Journal of Environmental Research and Public Health,Nanda Kaji Budhathoki; Kerstin K. Zander,10.3390/ijerph16091578,https://doi.org/10.3390/ijerph16091578,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
