triage_id,dedupe_key,title,year,container_or_repository,authors_or_creators,doi,url,source_origin,evidence_note,citation_audit_status,relevance_score,score_reason,asset_type_guess,evidence_role_guess,source_type_guess,funding_or_bias_flag,priority,include_for_RA,ra_next_action
cmp_src_0001,badi_et_al_2022_10_1080_01446193_2022_2037148,Badi et al. (2022) [10.1080/01446193.2022.2037148],,final synthesis evidence table,,,,final_synthesis_master_table,Asset: Non-residential Const. | Claim/benchmark to verify: 1.8 to 2.4 output multiplier | Quality note: Low Risk (High Quality): Shows strong indirect supply-chain effects of industrial builds.,,16,appears in final synthesis evidence table; asset-class keywords found; employment/capex/normalisation keywords found,high_rise_or_office; public_infrastructure_or_methods,method_or_multiplier,web_or_other,,high,True,verify cited benchmark and extract metric/page
cmp_src_0002,garrett_peltier_2017_10_1016_j_econmod_2016_11_012,Garrett-Peltier (2017) [10.1016/j.econmod.2016.11.012],,final synthesis evidence table,,,,final_synthesis_master_table,Asset: Industrial Construction | Claim/benchmark to verify: 5.2 direct jobs | Quality note: Low Risk (High Quality): Refines construction multipliers for heavy industrial builds.,,16,appears in final synthesis evidence table; asset-class keywords found; employment/capex/normalisation keywords found,public_infrastructure_or_methods,method_or_multiplier,web_or_other,,high,True,verify cited benchmark and extract metric/page
cmp_src_0003,yuan_2018_10_1177_0739456x18786392,Yuan (2018) [10.1177/0739456x18786392],,final synthesis evidence table,,,,final_synthesis_master_table,Asset: Logistics Sprawl | Claim/benchmark to verify: Increased site acreage vs jobs | Quality note: Low Risk (High Quality): Highlights spatial decoupling and environmental justice.,,16,appears in final synthesis evidence table; asset-class keywords found; employment/capex/normalisation keywords found,warehouse_or_logistics,context_only,web_or_other,,high,True,verify cited benchmark and extract metric/page
cmp_src_0004,10.1016/j.econmod.2016.11.012,"Green versus brown: Comparing the employment impacts of energy efficiency, renewable energy, and fossil fuels using an input-output model",2017,Economic Modelling,Heidi Garrett-Peltier,10.1016/j.econmod.2016.11.012,https://doi.org/10.1016/j.econmod.2016.11.012,verified_sources,,verified,15,citation audit verified; has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility; public_infrastructure_or_methods,method_or_multiplier,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0005,10.1080/00207543.2014.980459,A bi-directional flow-rack automated storage and retrieval system for unit-load warehouses,2014,International Journal of Production Research,Zhuxi Chen; Xiaoping Li; Jatinder N.D. Gupta,10.1080/00207543.2014.980459,https://doi.org/10.1080/00207543.2014.980459,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,warehouse_or_logistics,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0006,10.1016/j.ejor.2015.06.074,An algorithm for dynamic order-picking in warehouse operations,2016,European Journal of Operational Research,Wenrong Lu; Duncan McFarlane; Vaggelis Giannikas; Quan Zhang,10.1016/j.ejor.2015.06.074,https://doi.org/10.1016/j.ejor.2015.06.074,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,warehouse_or_logistics,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0007,10.1086/696277,Government Spending Multipliers in Good Times and in Bad: Evidence from US Historical Data,2018,Journal of Political Economy,Valerie A. Ramey; Sarah Zubairy,10.1086/696277,https://doi.org/10.1086/696277,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,method_or_multiplier,government_or_audit,,high,True,verify cited benchmark and extract metric/page
cmp_src_0008,10.1016/j.jclepro.2018.02.136,Key constraints and mitigation strategies for prefabricated prefinished volumetric construction,2018,Journal of Cleaner Production,Bon-Gang Hwang; Ming Shan; Kit-Ying Looi,10.1016/j.jclepro.2018.02.136,https://doi.org/10.1016/j.jclepro.2018.02.136,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0009,10.1177/0739456x18786392,Location of Warehouses and Environmental Justice,2018,Journal of Planning Education and Research,Quan Yuan,10.1177/0739456x18786392,https://doi.org/10.1177/0739456x18786392,verified_sources,,verified,14,citation audit verified; has DOI; asset-class keywords found; authoritative or scholarly source hint,warehouse_or_logistics,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0010,10.1016/j.ejor.2006.02.025,Research on warehouse operation: A comprehensive review,2007,European Journal of Operational Research,Jinxiang Gu; Marc Goetschalckx; Leon F. McGinnis,10.1016/j.ejor.2006.02.025,https://doi.org/10.1016/j.ejor.2006.02.025,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,warehouse_or_logistics,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
