record_id,source_id,asset_type,project_or_source_name,location,country,year,source_type,method,funding_or_bias_flag,capex_value,capex_currency,capex_price_year,capex_aud_2026,gfa_m2,capacity_mw,construction_jobs_peak,construction_jobs_average,construction_duration_months,construction_job_years,operations_jobs_fte,direct_jobs_only,total_supported_jobs,projected_or_realised,reported_or_derived,metric_notes,source_quote,page_or_location,source_url,full_text_file,confidence,ra_verification_status
cmp_src_0001_metric_001,cmp_src_0001,high_rise_or_office; public_infrastructure_or_methods,Badi et al. (2022) [10.1080/01446193.2022.2037148],,,,web_or_other,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Non-residential Const. | Claim/benchmark to verify: 1.8 to 2.4 output multiplier | Quality note: Low Risk (High Quality): Shows strong indirect supply-chain effects of industrial builds.",,,,,unverified_candidate_source,not_started
cmp_src_0003_metric_001,cmp_src_0003,warehouse_or_logistics,Yuan (2018) [10.1177/0739456x18786392],,,,web_or_other,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Logistics Sprawl | Claim/benchmark to verify: Increased site acreage vs jobs | Quality note: Low Risk (High Quality): Highlights spatial decoupling and environmental justice.",,,,,unverified_candidate_source,not_started
cmp_src_0002_metric_001,cmp_src_0002,public_infrastructure_or_methods,Garrett-Peltier (2017) [10.1016/j.econmod.2016.11.012],,,,web_or_other,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Industrial Construction | Claim/benchmark to verify: 5.2 direct jobs | Quality note: Low Risk (High Quality): Refines construction multipliers for heavy industrial builds.",,,,,unverified_candidate_source,not_started
cmp_src_0004_metric_001,cmp_src_0004,energy_or_utility; public_infrastructure_or_methods,"Green versus brown: Comparing the employment impacts of energy efficiency, renewable energy, and fossil fuels using an input-output model",,,2017,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.econmod.2016.11.012,,unverified_candidate_source,not_started
cmp_src_0005_metric_001,cmp_src_0005,warehouse_or_logistics,A bi-directional flow-rack automated storage and retrieval system for unit-load warehouses,,,2014,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1080/00207543.2014.980459,,unverified_candidate_source,not_started
cmp_src_0006_metric_001,cmp_src_0006,warehouse_or_logistics,An algorithm for dynamic order-picking in warehouse operations,,,2016,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.ejor.2015.06.074,,unverified_candidate_source,not_started
cmp_src_0007_metric_001,cmp_src_0007,public_infrastructure_or_methods,Government Spending Multipliers in Good Times and in Bad: Evidence from US Historical Data,,,2018,government_or_audit,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1086/696277,,unverified_candidate_source,not_started
cmp_src_0008_metric_001,cmp_src_0008,advanced_manufacturing_or_fab,Key constraints and mitigation strategies for prefabricated prefinished volumetric construction,,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jclepro.2018.02.136,,unverified_candidate_source,not_started
cmp_src_0009_metric_001,cmp_src_0009,warehouse_or_logistics,Location of Warehouses and Environmental Justice,,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1177/0739456x18786392,,unverified_candidate_source,not_started
cmp_src_0010_metric_001,cmp_src_0010,warehouse_or_logistics,Research on warehouse operation: A comprehensive review,,,2007,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.ejor.2006.02.025,,unverified_candidate_source,not_started
cmp_src_0011_metric_001,cmp_src_0011,unclear_or_methods_only,Robots and Jobs: Evidence from US Labor Markets,,,2020,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1086/705716,,unverified_candidate_source,not_started
cmp_src_0012_metric_001,cmp_src_0012,public_infrastructure_or_methods,Socio-Economic Impact of and Adaptation to Extreme Heat and Cold of Farmers in the Food Bowl of Nepal,,,2019,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.3390/ijerph16091578,,unverified_candidate_source,not_started
cmp_src_0013_metric_001,cmp_src_0013,warehouse_or_logistics,Travel time analysis for general item location assignment in a rectangular warehouse,,,1999,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/s0377-2217(97)00416-5,,unverified_candidate_source,not_started
cmp_src_0014_metric_001,cmp_src_0014,warehouse_or_logistics,Travel time estimation and order batching in a 2-block warehouse,,,2007,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.ejor.2005.03.052,,unverified_candidate_source,not_started
cmp_src_0015_metric_001,cmp_src_0015,warehouse_or_logistics,"Warehouse location choice: A case study in Los Angeles, CA",,,2020,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jtrangeo.2018.08.007,,unverified_candidate_source,not_started
cmp_src_0018_metric_001,cmp_src_0018,warehouse_or_logistics,Houde et al. (2017) [10.3386/w23361],,,,web_or_other,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: E-Commerce (Amazon) | Claim/benchmark to verify: Economies of density | Quality note: Low Risk (High Quality): Evaluates the spatial and tax dynamics of fulfillment networks.",,,,,unverified_candidate_source,not_started
