record_id,source_id,asset_type,project_or_source_name,location,country,year,source_type,method,funding_or_bias_flag,capex_value,capex_currency,capex_price_year,capex_aud_2026,gfa_m2,capacity_mw,construction_jobs_peak,construction_jobs_average,construction_duration_months,construction_job_years,operations_jobs_fte,direct_jobs_only,total_supported_jobs,projected_or_realised,reported_or_derived,metric_notes,source_quote,page_or_location,source_url,full_text_file,confidence,ra_verification_status
cmp_src_0001_metric_001,cmp_src_0001,public_infrastructure_or_methods,<i>Ex Ante</i> Evaluation of the Economic Impact of Agricultural Biotechnology: The Case of Porcine Somatotropin,,,1989.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.2307/1242668,,unverified_candidate_source,not_started
cmp_src_0011_metric_001,cmp_src_0011,public_infrastructure_or_methods,Evaluating economic impacts of protected areas in contexts with limited data; the case of three national parks in Iceland,,,2023.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jenvman.2023.118085,,unverified_candidate_source,not_started
cmp_src_0002_metric_001,cmp_src_0002,public_infrastructure_or_methods,"A Framework for Assessing Direct Economic Impacts of Tourist Events: Distinguishing Origins, Destinations, and Causes of Expenditures",,,2001.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1177/004728750104000112,,unverified_candidate_source,not_started
cmp_src_0019_metric_001,cmp_src_0019,public_infrastructure_or_methods,The Use and Misuse of Economic Impact Analysis,,,2001.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1177/0193723501251003,,unverified_candidate_source,not_started
cmp_src_0017_metric_001,cmp_src_0017,public_infrastructure_or_methods,The Economic Impact of a College of Pharmacy,,,2008.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.5688/aj720101,,unverified_candidate_source,not_started
cmp_src_0016_metric_001,cmp_src_0016,public_infrastructure_or_methods,The Economic Impact of Sports Stadiums: Recasting the Analysis in Context,,,2005.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1111/j.0735-2166.2005.00231.x,,unverified_candidate_source,not_started
cmp_src_0015_metric_001,cmp_src_0015,public_infrastructure_or_methods,Regional economic impacts of Grand Canyon river runners,,,2007.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jenvman.2006.08.012,,unverified_candidate_source,not_started
cmp_src_0014_metric_001,cmp_src_0014,public_infrastructure_or_methods,Migrant Farm Workers on Virginia's Eastern Shore: An Analysis of Economic Impacts,,,1994.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1017/s1074070800019313,,unverified_candidate_source,not_started
cmp_src_0013_metric_001,cmp_src_0013,advanced_manufacturing_or_fab,Key constraints and mitigation strategies for prefabricated prefinished volumetric construction,,,2018.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jclepro.2018.02.136,,unverified_candidate_source,not_started
cmp_src_0012_metric_001,cmp_src_0012,public_infrastructure_or_methods,Examining industrial structure changes and corresponding carbon emission reduction effect by combining input-output analysis and social network analysis: A comparison study of China and Japan,,,2017.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jclepro.2017.05.200,,unverified_candidate_source,not_started
cmp_src_0018_metric_001,cmp_src_0018,public_infrastructure_or_methods,The Regional Economic Impact of an Earthquake: Direct and Indirect Effects of Electricity Lifeline Disruptions,,,1997.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1111/0022-4146.00063,,unverified_candidate_source,not_started
cmp_src_0010_metric_001,cmp_src_0010,public_infrastructure_or_methods,"Estimating the economic impacts of a hub airline serving a tourist destination: the case of america west airlines and las vegas, nevada",,,1995.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1080/01900699508525004,,unverified_candidate_source,not_started
cmp_src_0008_metric_001,cmp_src_0008,public_infrastructure_or_methods,"Economic Impacts, Value Added, and Benefits in Regional Project Analysis",,,1991.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.2307/1242718,,unverified_candidate_source,not_started
cmp_src_0007_metric_001,cmp_src_0007,public_infrastructure_or_methods,Economic Impacts of State Parks on State Economies in the South,,,1990.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1017/s1074070800001826,,unverified_candidate_source,not_started
cmp_src_0006_metric_001,cmp_src_0006,public_infrastructure_or_methods,Economic Impact Analysis of Sports Facilities and Events: Eleven Sources of Misapplication,,,1995.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1123/jsm.9.1.14,,unverified_candidate_source,not_started
cmp_src_0005_metric_001,cmp_src_0005,public_infrastructure_or_methods,Beyond Rock and Roll: The Economic Impact of the Grateful Dead on a Local Economy,,,1997.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1023/a:1007372721259,,unverified_candidate_source,not_started
cmp_src_0004_metric_001,cmp_src_0004,public_infrastructure_or_methods,Basic income: a 50-state economic impact analysis,,,2022.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1108/jfep-04-2022-0090,,unverified_candidate_source,not_started
cmp_src_0003_metric_001,cmp_src_0003,public_infrastructure_or_methods,An approach for integrating economic impact analysis into the evaluation of potential marine protected area sites,,,2004.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jenvman.2003.12.012,,unverified_candidate_source,not_started
cmp_src_0009_metric_001,cmp_src_0009,public_infrastructure_or_methods,Effects of Changes in Impact Analysis for Planning Model Industry Sector Data on the Economic Impacts of the Logging Industry in Mississippi,,,2011.0,doi_verified_academic_or_report,,possible_industry_or_consultant_bias,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.13073/0015-7473-61.5.390,,unverified_candidate_source,not_started
cmp_src_0064_metric_001,cmp_src_0064,energy_or_utility,"Replication Package for ""The Heterogeneous Impact of Short-Time Work: From Saved Jobs to Windfall Effects""",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. construction employment | ",,,https://zenodo.org/doi/10.5281/zenodo.20721171,,unverified_candidate_source,not_started
cmp_src_0070_metric_001,cmp_src_0070,public_infrastructure_or_methods,Socioeconomic effects of DRAFT power marketing options of the Central Valley and Washoe Projects: 2005 regional economic impact analysis using IMPLAN,,,1996.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.2172/236259,,unverified_candidate_source,not_started
cmp_src_0069_metric_001,cmp_src_0069,public_infrastructure_or_methods; data_centre_benchmark,"Simulated streamflow, demands and aquifer levels in the Cauvery Basin, India, 1986-2080 using the Global Water Availability Assessment Model (GWAVA)",,,2021.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://catalogue.ceh.ac.uk/id/522309f8-59b1-4982-85df-cb3171c2a062,,unverified_candidate_source,not_started
cmp_src_0068_metric_001,cmp_src_0068,energy_or_utility,Role of foreign direct investment and economic growth in renewable energy development,,,2022.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.renene.2022.04.062,,unverified_candidate_source,not_started
cmp_src_0067_metric_001,cmp_src_0067,high_rise_or_office,"Risk and Rehabilitation: Supporting the Work of Probation Officers in the Community Reentry of Extremist Offenders, United States, 1990-2022",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. construction employment | ",,,https://www.icpsr.umich.edu/web/NACJD/studies/39247/versions/V1,,unverified_candidate_source,not_started
cmp_src_0066_metric_001,cmp_src_0066,high_rise_or_office,"Risk and Rehabilitation: Supporting the Work of Probation Officers in the Community Reentry of Extremist Offenders, United States, 1990-2022",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. construction employment | ",,,https://www.icpsr.umich.edu/web/NACJD/studies/39247,,unverified_candidate_source,not_started
cmp_src_0065_metric_001,cmp_src_0065,energy_or_utility,"Replication Package for ""The Heterogeneous Impact of Short-Time Work: From Saved Jobs to Windfall Effects""",,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. construction employment | ",,,https://zenodo.org/doi/10.5281/zenodo.20721172,,unverified_candidate_source,not_started
cmp_src_0060_metric_001,cmp_src_0060,public_infrastructure_or_methods,NUOnet (Nutrient Use and Outcome Network) database,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://www.datalumos.org/datalumos/project/250288/version/V1/view,,unverified_candidate_source,not_started
