triage_id,dedupe_key,title,year,container_or_repository,authors_or_creators,doi,url,source_origin,evidence_note,citation_audit_status,relevance_score,score_reason,asset_type_guess,evidence_role_guess,source_type_guess,funding_or_bias_flag,priority,include_for_RA,ra_next_action
cmp_src_0001,10.2307/1242668,<i>Ex Ante</i> Evaluation of the Economic Impact of Agricultural Biotechnology: The Case of Porcine Somatotropin,1989.0,American Journal of Agricultural Economics,Catherine M. Lemieux; Michael K. Wohlgenant,10.2307/1242668,https://doi.org/10.2307/1242668,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0002,10.1177/004728750104000112,"A Framework for Assessing Direct Economic Impacts of Tourist Events: Distinguishing Origins, Destinations, and Causes of Expenditures",2001.0,Journal of Travel Research,Timothy J. Tyrrell; Robert J. Johnston,10.1177/004728750104000112,https://doi.org/10.1177/004728750104000112,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0003,10.1016/j.jenvman.2003.12.012,An approach for integrating economic impact analysis into the evaluation of potential marine protected area sites,2004.0,Journal of Environmental Management,Tracey Morin Dalton,10.1016/j.jenvman.2003.12.012,https://doi.org/10.1016/j.jenvman.2003.12.012,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0004,10.1108/jfep-04-2022-0090,Basic income: a 50-state economic impact analysis,2022.0,Journal of Financial Economic Policy,G. Jason Jolley,10.1108/jfep-04-2022-0090,https://doi.org/10.1108/jfep-04-2022-0090,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0005,10.1023/a:1007372721259,Beyond Rock and Roll: The Economic Impact of the Grateful Dead on a Local Economy,1997.0,Journal of Cultural Economics,Ricardo C. Gazel; R. Keith Schwer,10.1023/a:1007372721259,https://doi.org/10.1023/a:1007372721259,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0006,10.1123/jsm.9.1.14,Economic Impact Analysis of Sports Facilities and Events: Eleven Sources of Misapplication,1995.0,Journal of Sport Management,John L. Crompton,10.1123/jsm.9.1.14,https://doi.org/10.1123/jsm.9.1.14,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0007,10.1017/s1074070800001826,Economic Impacts of State Parks on State Economies in the South,1990.0,Journal of Agricultural and Applied Economics,John C. Bergstrom; H. Ken Cordell; Alan E. Watson; Gregory A. Ashley,10.1017/s1074070800001826,https://doi.org/10.1017/s1074070800001826,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0008,10.2307/1242718,"Economic Impacts, Value Added, and Benefits in Regional Project Analysis",1991.0,American Journal of Agricultural Economics,Joel R. Hamilton; M. Henry Robison; Norman K. Whittlesey; John Ellis,10.2307/1242718,https://doi.org/10.2307/1242718,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0009,10.13073/0015-7473-61.5.390,Effects of Changes in Impact Analysis for Planning Model Industry Sector Data on the Economic Impacts of the Logging Industry in Mississippi,2011.0,Forest Products Journal,Xiana T. Santos; Stephen C. Grado; Laura A. Grace; William B. Stuart,10.13073/0015-7473-61.5.390,https://doi.org/10.13073/0015-7473-61.5.390,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,possible_industry_or_consultant_bias,high,True,verify cited benchmark and extract metric/page
cmp_src_0010,10.1080/01900699508525004,"Estimating the economic impacts of a hub airline serving a tourist destination: the case of america west airlines and las vegas, nevada",1995.0,International Journal of Public Administration,John H. Brown; Thomas M. Carroll; Dan S. Rickman; R. Keith Schwer,10.1080/01900699508525004,https://doi.org/10.1080/01900699508525004,verified_sources,,,14,has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
