doi,title,year,container,authors,URL,source
10.1002/bse.450,A review of determinant factors of environmental proactivity,2006,Business Strategy and the Environment,Javier González‐Benito; Óscar González‐Benito,https://doi.org/10.1002/bse.450,crossref
10.1002/ese3.71,Techno‐economic analysis of hybrid <scp>PV</scp>–diesel–battery and <scp>PV</scp>–wind–diesel–battery power systems for mobile <scp>BTS</scp>: the way forward for rural development,2015,Energy Science &amp; Engineering,Lanre Olatomiwa; Saad Mekhilef; A. S. N. Huda; Kamilu Sanusi,https://doi.org/10.1002/ese3.71,crossref
10.1002/pmj.21409,What you Should Know about Megaprojects and Why: An Overview,2014,Project Management Journal,Bent Flyvbjerg,https://doi.org/10.1002/pmj.21409,crossref
10.1002/smj.2287,Business groups in developing capital markets: Towards a complementarity perspective,2014,Strategic Management Journal,Raveendra Chittoor; Prashant Kale; Phanish Puranam,https://doi.org/10.1002/smj.2287,crossref
10.1002/smj.3263,"Does nepotism run in the family?
                    <scp>CEO</scp>
                    pay and
                    <scp>pay‐performance</scp>
                    sensitivity in Indian family firms",2021,Strategic Management Journal,Guoli Chen; Raveendra Chittoor; Balagopal Vissa,https://doi.org/10.1002/smj.3263,crossref
10.1002/smj.711,Why do patterns of environmental response differ? A stakeholders' pressure approach,2008,Strategic Management Journal,Josefina L. Murillo‐Luna; Concepción Garcés‐Ayerbe; Pilar Rivera‐Torres,https://doi.org/10.1002/smj.711,crossref
10.1002/smj.839,A model of person‐pay interaction: how executives vary in their responses to compensation arrangements,2010,Strategic Management Journal,Adam J. Wowak; Donald C. Hambrick,https://doi.org/10.1002/smj.839,crossref
10.1006/jema.1995.0131,Environmental Impacts of Solid Waste Landfilling,1997,Journal of Environmental Management,Mutasem El-Fadel; Angelos N. Findikakis; James O. Leckie,https://doi.org/10.1006/jema.1995.0131,crossref
10.1006/juec.1999.2149,The Effects of Tax Increment Financing on Economic Development,2000,Journal of Urban Economics,Richard F. Dye; David F. Merriman,https://doi.org/10.1006/juec.1999.2149,crossref
10.1007/bf01581897,A note on “Price variation in spatial markets: the case of perfectly inelastic demand”,1991,The Annals of Regional Science,Klaus Schöler,https://doi.org/10.1007/bf01581897,crossref
10.1007/s10110-003-0183-x,"Cities, regions and the decline of transport costs",2004,Papers in Regional Science,Edward L. Glaeser; Janet E. Kohlhase,https://doi.org/10.1007/s10110-003-0183-x,crossref
10.1007/s10551-010-0434-0,Mainstreaming Green Product Innovation: Why and How Companies Integrate Environmental Sustainability,2010,Journal of Business Ethics,Rosa Maria Dangelico; Devashish Pujari,https://doi.org/10.1007/s10551-010-0434-0,crossref
10.1007/s10551-011-1039-y,The Effect of Internal Barriers on the Connection Between Stakeholder Integration and Proactive Environmental Strategies,2011,Journal of Business Ethics,Javier Delgado-Ceballos; Juan Alberto Aragón-Correa; Natalia Ortiz-de-Mandojana; Antonio Rueda-Manzanares,https://doi.org/10.1007/s10551-011-1039-y,crossref
10.1007/s10640-011-9498-2,"Foreign Direct Investment, Human Capital and Environmental Pollution in China",2011,Environmental and Resource Economics,Jing Lan; Makoto Kakinaka; Xianguo Huang,https://doi.org/10.1007/s10640-011-9498-2,crossref
10.1007/s10818-017-9243-1,The environmental Kuznets curve after 25 years,2017,Journal of Bioeconomics,David I. Stern,https://doi.org/10.1007/s10818-017-9243-1,crossref
10.1007/s10887-007-9011-5,"Growth and human capital: good data, good results",2007,Journal of Economic Growth,Daniel Cohen; Marcelo Soto,https://doi.org/10.1007/s10887-007-9011-5,crossref
