triage_id,dedupe_key,title,year,container_or_repository,authors_or_creators,doi,url,source_origin,evidence_note,citation_audit_status,relevance_score,score_reason,asset_type_guess,evidence_role_guess,source_type_guess,funding_or_bias_flag,priority,include_for_RA,ra_next_action
cmp_src_0001,10.1016/j.jobe.2022.104257,Properties and durability of partially replaced cement-based composite mortars co-using powders of a nanosilica superplasticiser and finely ground plastic waste,2022.0,Journal of Building Engineering,Amel Aattache,10.1016/j.jobe.2022.104257,https://doi.org/10.1016/j.jobe.2022.104257,final_synthesis_master_table; verified_sources,Asset: Built Environment | Claim/benchmark to verify: Prefabricated construction reduces on-site labour hours by 30–50%. | Quality note: High (Empirical data),verified,26,appears in final synthesis evidence table; citation audit verified; has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,advanced_manufacturing_or_fab,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0002,10.1086/705716,Robots and Jobs: Evidence from US Labor Markets,2020.0,Journal of Political Economy,Daron Acemoglu; Pascual Restrepo,10.1086/705716,https://doi.org/10.1086/705716,final_synthesis_master_table; verified_sources,"Asset: Economic Impact | Claim/benchmark to verify: ""Reinstatement effect"": automation displaces manual tasks but creates new complex tasks. | Quality note: High (Foundational theory)",verified,26,appears in final synthesis evidence table; citation audit verified; has DOI; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,public_infrastructure_or_methods,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0003,10.1016/j.geoforum.2020.07.002,Is automation stealing manufacturing jobs? Evidence from South Africa’s apparel industry,2020.0,Geoforum,Christian Parschau; Jostein Hauge,10.1016/j.geoforum.2020.07.002,https://doi.org/10.1016/j.geoforum.2020.07.002,final_synthesis_master_table; verified_sources,Asset: Logistics | Claim/benchmark to verify: Spatial-temporal dynamics of e-commerce distribution networks. | Quality note: High (Peer-reviewed),verified,23,appears in final synthesis evidence table; citation audit verified; has DOI; asset-class keywords found; employment/capex/normalisation keywords found,warehouse_or_logistics,context_only,doi_verified_academic_or_report,possible_industry_or_consultant_bias,high,True,verify cited benchmark and extract metric/page
cmp_src_0004,10.1016/j.enpol.2009.10.044,Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,2010.0,Energy Policy,Max Wei; Shana Patadia; Daniel M. Kammen,10.1016/j.enpol.2009.10.044,https://doi.org/10.1016/j.enpol.2009.10.044,final_synthesis_master_table; verified_sources,"Asset: Renewable Energy | Claim/benchmark to verify: Origin of the ""10 job-years per MW"" rule for solar/wind generation. | Quality note: High (Foundational, but misapplied to DCs)",verified,23,appears in final synthesis evidence table; citation audit verified; has DOI; asset-class keywords found; employment/capex/normalisation keywords found,energy_or_utility,construction_jobs; capacity_mw,doi_verified_academic_or_report,possible_industry_or_consultant_bias,high,True,verify cited benchmark and extract metric/page
cmp_src_0005,10.1016/j.jtrangeo.2003.12.004,The transport geography of logistics and freight distribution,2004.0,Journal of Transport Geography,Markus Hesse; Jean-Paul Rodrigue,10.1016/j.jtrangeo.2003.12.004,https://doi.org/10.1016/j.jtrangeo.2003.12.004,final_synthesis_master_table; verified_sources,Asset: Logistics | Claim/benchmark to verify: Transition of distribution centres from passive storage to active freight processing. | Quality note: High (Foundational theory),verified,22,appears in final synthesis evidence table; citation audit verified; has DOI; asset-class keywords found; authoritative or scholarly source hint,warehouse_or_logistics,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0006,10.1080/09613218.2019.1669009,Critical success factors for modular integrated construction projects: a review,2019.0,Building Research &amp; Information,Ibrahim Yahaya Wuni; Geoffrey Qiping Shen,10.1080/09613218.2019.1669009,https://doi.org/10.1080/09613218.2019.1669009,final_synthesis_master_table; verified_sources,Asset: Built Environment | Claim/benchmark to verify: Critical success factors for modular integrated construction projects. | Quality note: High (Systematic review),verified,19,appears in final synthesis evidence table; citation audit verified; has DOI; employment/capex/normalisation keywords found,unclear_or_methods_only,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0007,10.1108/14714170910931552,"Drivers, constraints and the future of offsite manufacture in Australia",2009.0,Construction Innovation,Nick Blismas; Ron Wakefield,10.1108/14714170910931552,https://doi.org/10.1108/14714170910931552,final_synthesis_master_table; verified_sources,Asset: Built Environment | Claim/benchmark to verify: Drivers of offsite manufacture in Australia (skills shortages). | Quality note: High (Foundational baseline),verified,19,appears in final synthesis evidence table; citation audit verified; has DOI; employment/capex/normalisation keywords found,unclear_or_methods_only,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0008,mn.gov,Minnesota LBO,,final synthesis evidence table,,,mn.gov,final_synthesis_master_table,Asset: Data Centre | Claim/benchmark to verify: 3.93 direct construction jobs per US$1M capex; massive equipment leakage. | Quality note: Moderate (Government audit),,19,appears in final synthesis evidence table; asset-class keywords found; employment/capex/normalisation keywords found; authoritative or scholarly source hint,data_centre_benchmark,construction_jobs; capex; realised_or_audit,government_or_audit,,high,True,verify cited benchmark and extract metric/page
cmp_src_0009,10.1016/j.buildenv.2019.106282,Neural networks for metamodelling the hygrothermal behaviour of building components,2019.0,Building and Environment,Astrid Tijskens; Staf Roels; Hans Janssen,10.1016/j.buildenv.2019.106282,https://doi.org/10.1016/j.buildenv.2019.106282,final_synthesis_master_table; verified_sources,"Asset: Built Environment | Claim/benchmark to verify: MiC reduces on-site peak headcount by up to 50%, shifting labour off-site. | Quality note: High (Peer-reviewed)",verified,19,appears in final synthesis evidence table; citation audit verified; has DOI; employment/capex/normalisation keywords found,unclear_or_methods_only,context_only,doi_verified_academic_or_report,,high,True,verify cited benchmark and extract metric/page
cmp_src_0010,prologis.com,Prologis & Oxford Econ.,,final synthesis evidence table,,,prologis.com,final_synthesis_master_table,"Asset: Logistics | Claim/benchmark to verify: Global average of 1 direct job per 1,130 sq ft; high density despite automation. | Quality note: Moderate (Industry commissioned)",,16,appears in final synthesis evidence table; asset-class keywords found; employment/capex/normalisation keywords found,warehouse_or_logistics,context_only,web_or_other,,high,True,verify cited benchmark and extract metric/page
