record_id,source_id,asset_type,project_or_source_name,location,country,year,source_type,method,funding_or_bias_flag,capex_value,capex_currency,capex_price_year,capex_aud_2026,gfa_m2,capacity_mw,construction_jobs_peak,construction_jobs_average,construction_duration_months,construction_job_years,operations_jobs_fte,direct_jobs_only,total_supported_jobs,projected_or_realised,reported_or_derived,metric_notes,source_quote,page_or_location,source_url,full_text_file,confidence,ra_verification_status
cmp_src_0001_metric_001,cmp_src_0001,advanced_manufacturing_or_fab,Properties and durability of partially replaced cement-based composite mortars co-using powders of a nanosilica superplasticiser and finely ground plastic waste,,,2022.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Built Environment | Claim/benchmark to verify: Prefabricated construction reduces on-site labour hours by 30–50%. | Quality note: High (Empirical data)",,,https://doi.org/10.1016/j.jobe.2022.104257,,unverified_candidate_source,not_started
cmp_src_0002_metric_001,cmp_src_0002,public_infrastructure_or_methods,Robots and Jobs: Evidence from US Labor Markets,,,2020.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Economic Impact | Claim/benchmark to verify: ""Reinstatement effect"": automation displaces manual tasks but creates new complex tasks. | Quality note: High (Foundational theory)",,,https://doi.org/10.1086/705716,,unverified_candidate_source,not_started
cmp_src_0003_metric_001,cmp_src_0003,warehouse_or_logistics,Is automation stealing manufacturing jobs? Evidence from South Africa’s apparel industry,,,2020.0,doi_verified_academic_or_report,,possible_industry_or_consultant_bias,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Logistics | Claim/benchmark to verify: Spatial-temporal dynamics of e-commerce distribution networks. | Quality note: High (Peer-reviewed)",,,https://doi.org/10.1016/j.geoforum.2020.07.002,,unverified_candidate_source,not_started
cmp_src_0004_metric_001,cmp_src_0004,energy_or_utility,Putting renewables and energy efficiency to work: How many jobs can the clean energy industry generate in the US?,,,2010.0,doi_verified_academic_or_report,,possible_industry_or_consultant_bias,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Renewable Energy | Claim/benchmark to verify: Origin of the ""10 job-years per MW"" rule for solar/wind generation. | Quality note: High (Foundational, but misapplied to DCs)",,,https://doi.org/10.1016/j.enpol.2009.10.044,,unverified_candidate_source,not_started
cmp_src_0005_metric_001,cmp_src_0005,warehouse_or_logistics,The transport geography of logistics and freight distribution,,,2004.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Logistics | Claim/benchmark to verify: Transition of distribution centres from passive storage to active freight processing. | Quality note: High (Foundational theory)",,,https://doi.org/10.1016/j.jtrangeo.2003.12.004,,unverified_candidate_source,not_started
cmp_src_0006_metric_001,cmp_src_0006,unclear_or_methods_only,Critical success factors for modular integrated construction projects: a review,,,2019.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Built Environment | Claim/benchmark to verify: Critical success factors for modular integrated construction projects. | Quality note: High (Systematic review)",,,https://doi.org/10.1080/09613218.2019.1669009,,unverified_candidate_source,not_started
cmp_src_0007_metric_001,cmp_src_0007,unclear_or_methods_only,"Drivers, constraints and the future of offsite manufacture in Australia",,,2009.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Built Environment | Claim/benchmark to verify: Drivers of offsite manufacture in Australia (skills shortages). | Quality note: High (Foundational baseline)",,,https://doi.org/10.1108/14714170910931552,,unverified_candidate_source,not_started
cmp_src_0008_metric_001,cmp_src_0008,data_centre_benchmark,Minnesota LBO,,,,government_or_audit,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Data Centre | Claim/benchmark to verify: 3.93 direct construction jobs per US$1M capex; massive equipment leakage. | Quality note: Moderate (Government audit)",,,mn.gov,,unverified_candidate_source,not_started
cmp_src_0009_metric_001,cmp_src_0009,unclear_or_methods_only,Neural networks for metamodelling the hygrothermal behaviour of building components,,,2019.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Built Environment | Claim/benchmark to verify: MiC reduces on-site peak headcount by up to 50%, shifting labour off-site. | Quality note: High (Peer-reviewed)",,,https://doi.org/10.1016/j.buildenv.2019.106282,,unverified_candidate_source,not_started
cmp_src_0010_metric_001,cmp_src_0010,warehouse_or_logistics,Prologis & Oxford Econ.,,,,web_or_other,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. Asset: Logistics | Claim/benchmark to verify: Global average of 1 direct job per 1,130 sq ft; high density despite automation. | Quality note: Moderate (Industry commissioned)",,,prologis.com,,unverified_candidate_source,not_started
